2, 74.20
3, 201.71
4, 548.31
5, 74.20321057778875
6, 201.71315737027922
7, 548.3161232732465
8, 1490.4788257895502
9, 4051.54190208279
10, 11013.232874703393
11, 29937.07084924806
12, 81377.39570642986
13, 221206.6960033301
14, 601302.1420819727
15, 1634508.6862359024
16, 4443055.26025388
17, 1.2077476376787629E7
18, 3.2829984568665247E7
19, 8.924115048159362E7
20, 2.4258259770489514E8
21, 6.594078672416073E8
22, 1.792456423065796E9
23, 4.872401723124452E9
24, 1.3244561064921736E10
25, 3.600244966869294E10
26, 9.786480471441939E10
27, 2.6602412030089932E11
28, 7.231285321457375E11
29, 96.1
30, 5.343237290762231E12
31, 1.4524424832623713E13
32, 3.948148009134034E13
33, 1.0732178989295803E14
34, 2.9173087126372744E14
35, 7.930067261567154E14
36, 2.1556157735575975E15
37, 5.859571186401306E15
38, 1.5927965878556878E16
39, 4.3296700211996872E16
40, 1.1769263341851E17
41, 3.1992174676502746E17
42, 8.696374707602505E17
43, 2.3639197341146732E18
44, 6.4258000571796541E18
45, 1.7467135528742547E19
46, 4.748059710301224E19
47, 1.2906564430950338E20
48, 3.508367956048816E20
49, 9.536732862475499E20
50, 2.592352764293536E21
51, 7.046745412134694E21
52, 1.9155040003582885E22
53, 5.206879716514544E22
54, 1.415376651637347E23
55, 3.847392632571009E23
56, 1.045829748006498E24
57, 2.842859999667966E24
58, 72.7
59, 2.1006052018952572E25
60, 5.710036949078421E25
61, 1.55214896785096E26
62, 4.219178334370727E26
63, 1.146891579734805E27
64, 3.1175745404058084E27
65, 8.474446222051669E27
66, 2.303593317165646E28
67, 6.2618158542110685E28
68, 1.7021380249658704E29
69, 4.6268908627938936E29
70, 1.2577193354595834E30
71, 3.418835614881372E30
72, 9.293358726420639E30
73, 2.526196815138052E31
74, 6.8669148977008805E31
75, 1.8666209983995007E32
76, 5.074001940569444E32
77, 1.3792567272615852E33
78, 3.7492084984950605E33
79, 1.0191405332563344E34
80, 2.770311192196755E34
81, 7.530486572925153E34
82, 2.0469984810637273E35
83, 5.564318773958797E35
84, 1.5125386611005713E36
85, 4.1115063573114566E36
86, 1.1176233018673575E37
87, 30.3
88, 8.258181274970009E37
89, 2.2448064095871728E38
90, 6.102016471589204E38
91, 1.6587000491678714E39
92, 4.508814202517149E39
93, 1.225622771460043E40
94, 3.331588108205448E40
95, 9.056195414445117E40
96, 2.461729143006029E41
97, 6.691673596021348E41
98, 1.8189854738044024E42
99, 4.944515159673473E42
100, 1.3440585709080678E43
101, 3.6535299896840334E43
102, 9.931324180688272E43
103, 2.6996138052900844E44
104, 7.338311150777212E44
105, 1.994759785273608E45
106, 5.4223192764501157E45
107, 1.4739391957277546E46
108, 4.0065821320002953E46
109, 1.0891019403645103E47
110, 2.960486013832335E47
111, 8.04743533480759E47
112, 2.1875197236306705E48
113, 5.946295114141005E48
114, 1.6163705955424297E49
115, 4.3937508179185116E49
116, 19.1
117, 3.246567127832231E50
118, 8.825084428458828E50
119, 2.398906663649651E51
120, 6.520904391968161E51
121, 1.7725655913805832E52
122, 4.818332836801601E52
123, 1.3097586593745313E53
124, 3.560293163444669E53
125, 9.677880210178613E53
126, 2.630720591333193E54
127, 7.151039979174052E54
128, 1.9438542029972974E55
129, 5.283943557181294E55
130, 1.436324775408916E56
131, 3.9043355367595756E56
132, 1.0613084341780446E57
133, 2.8849354310165015E57
134, 7.84206755840982E57
135, 2.1316949741573605E58
136, 5.794547712069427E58
137, 1.575121374985726E59
138, 4.281623811241125E59
139, 1.1638660202394311E60
140, 3.1637158535777925E60
141, 8.599871315188312E60
142, 2.3376873923162576E61
143, 6.354493159151094E61
144, 1.727330328358773E62
145, 69.4
146, 1.2763340697627276E63
147, 3.469435708879202E63
148, 9.43090404245326E63
149, 2.563585508454165E64
150, 6.968547903331898E64
151, 1.894247713637348E65
152, 5.149099138580496E65
153, 1.3996702621337486E66
154, 3.804698239392677E66
155, 1.0342242086911237E67
156, 2.811312873037517E67
157, 7.641940696890873E67
158, 2.077294853052011E68
159, 5.646672851402785E68
160, 1.5349248203221212E69
161, 4.1723582471323875E69
162, 1.1341645605001202E70
163, 3.0829789152897165E70
164, 8.380405562954414E70
165, 2.2780304156896076E71
166, 6.192328683646066E71
167, 1.683249453660082E72
168, 4.575546402647817E72
169, 1.2437624641588715E73
170, 3.3808969052425046E73
171, 9.190230621414123E73
172, 2.498163689753789E74
173, 6.790712962373925E74
174, 84.1
175, 5.017695903071647E75
176, 1.3639511594053057E76
177, 3.7076036515170894E76
178, 1.0078311633047306E77
179, 2.73956913736599E77
180, 7.446921003909191E77
181, 2.0242830042896346E78
182, 5.502571706218998E78
183, 1.4957540678807984E79
184, 4.065881102564072E79
185, 1.1052210717774944E80
186, 3.004302355842793E80
187, 8.166540501084165E80
188, 2.2198958645471912E81
189, 6.034302589670011E81
190, 1.6402935076923352E82
191, 4.4587800352994216E82
192, 1.2120220747050398E83
193, 3.294617581361941E83
194, 8.955699103137854E83
195, 2.4344114133206598E84
196, 6.617416307822852E84
197, 1.7988002500903407E85
198, 4.889646032848159E85
199, 1.329143595868801E86
